1.600000000000000e+001 1.600000000000000e+001 2.000000000000000e+001 1.600000000000000e+001
1.600000000000000e+001 1.600000000000000e+001 1.600000000000000e+001 2.000000000000000e+001
2.000000000000000e+001 1.600000000000000e+001 2.000000000000000e+001 2.000000000000000e+001
2.000000000000000e+001 1.600000000000000e+001 2.400000000000000e+001 1.600000000000000e+001
2.000000000000000e+001 1.600000000000000e+001 2.000000000000000e+001 2.000000000000000e+001
2.400000000000000e+001 1.600000000000000e+001 2.400000000000000e+001 2.000000000000000e+001
2.400000000000000e+001 1.600000000000000e+001 2.800000000000000e+001 1.600000000000000e+001
2.400000000000000e+001 1.600000000000000e+001 2.400000000000000e+001 2.000000000000000e+001
2.800000000000000e+001 1.600000000000000e+001 2.800000000000000e+001 2.000000000000000e+001
2.800000000000000e+001 1.600000000000000e+001 3.200000000000000e+001 1.600000000000000e+001
2.800000000000000e+001 1.600000000000000e+001 2.800000000000000e+001 2.000000000000000e+001
3.200000000000000e+001 1.600000000000000e+001 3.200000000000000e+001 2.000000000000000e+001
1.600000000000000e+001 2.000000000000000e+001 2.000000000000000e+001 2.000000000000000e+001
1.600000000000000e+001 2.000000000000000e+001 2.000000000000000e+001 2.000000000000000e+001
1.600000000000000e+001 2.000000000000000e+001 1.600000000000000e+001 2.400000000000000e+001
2.000000000000000e+001 2.000000000000000e+001 2.400000000000000e+001 2.000000000000000e+001
2.000000000000000e+001 2.000000000000000e+001 2.000000000000000e+001 2.400000000000000e+001
2.000000000000000e+001 2.000000000000000e+001 2.400000000000000e+001 2.000000000000000e+001
2.000000000000000e+001 2.000000000000000e+001 2.000000000000000e+001 2.400000000000000e+001
2.400000000000000e+001 2.000000000000000e+001 2.800000000000000e+001 2.000000000000000e+001
2.400000000000000e+001 2.000000000000000e+001 2.400000000000000e+001 2.400000000000000e+001
2.400000000000000e+001 2.000000000000000e+001 2.800000000000000e+001 2.000000000000000e+001
2.400000000000000e+001 2.000000000000000e+001 2.400000000000000e+001 2.400000000000000e+001
2.800000000000000e+001 2.000000000000000e+001 3.200000000000000e+001 2.000000000000000e+001
2.800000000000000e+001 2.000000000000000e+001 2.800000000000000e+001 2.400000000000000e+001
2.800000000000000e+001 2.000000000000000e+001 3.200000000000000e+001 2.000000000000000e+001
2.800000000000000e+001 2.000000000000000e+001 2.800000000000000e+001 2.400000000000000e+001
3.200000000000000e+001 2.000000000000000e+001 3.200000000000000e+001 2.400000000000000e+001
1.600000000000000e+001 2.400000000000000e+001 2.000000000000000e+001 2.400000000000000e+001
1.600000000000000e+001 2.400000000000000e+001 2.000000000000000e+001 2.400000000000000e+001
1.600000000000000e+001 2.400000000000000e+001 1.600000000000000e+001 2.800000000000000e+001
2.000000000000000e+001 2.400000000000000e+001 2.400000000000000e+001 2.400000000000000e+001
2.000000000000000e+001 2.400000000000000e+001 2.000000000000000e+001 2.800000000000000e+001
2.000000000000000e+001 2.400000000000000e+001 2.400000000000000e+001 2.400000000000000e+001
2.000000000000000e+001 2.400000000000000e+001 2.000000000000000e+001 2.800000000000000e+001
2.400000000000000e+001 2.400000000000000e+001 2.800000000000000e+001 2.400000000000000e+001
2.400000000000000e+001 2.400000000000000e+001 2.400000000000000e+001 2.800000000000000e+001
2.400000000000000e+001 2.400000000000000e+001 2.800000000000000e+001 2.400000000000000e+001
2.400000000000000e+001 2.400000000000000e+001 2.400000000000000e+001 2.800000000000000e+001
2.800000000000000e+001 2.400000000000000e+001 3.200000000000000e+001 2.400000000000000e+001
2.800000000000000e+001 2.400000000000000e+001 2.800000000000000e+001 2.800000000000000e+001
2.800000000000000e+001 2.400000000000000e+001 3.200000000000000e+001 2.400000000000000e+001
2.800000000000000e+001 2.400000000000000e+001 2.800000000000000e+001 2.800000000000000e+001
3.200000000000000e+001 2.400000000000000e+001 3.200000000000000e+001 2.800000000000000e+001
1.600000000000000e+001 2.800000000000000e+001 2.000000000000000e+001 2.800000000000000e+001
1.600000000000000e+001 2.800000000000000e+001 2.000000000000000e+001 2.800000000000000e+001
1.600000000000000e+001 2.800000000000000e+001 1.600000000000000e+001 3.200000000000000e+001
2.000000000000000e+001 2.800000000000000e+001 2.400000000000000e+001 2.800000000000000e+001
2.000000000000000e+001 2.800000000000000e+001 2.000000000000000e+001 3.200000000000000e+001
2.000000000000000e+001 2.800000000000000e+001 2.400000000000000e+001 2.800000000000000e+001
2.000000000000000e+001 2.800000000000000e+001 2.000000000000000e+001 3.200000000000000e+001
2.400000000000000e+001 2.800000000000000e+001 2.800000000000000e+001 2.800000000000000e+001
2.400000000000000e+001 2.800000000000000e+001 2.400000000000000e+001 3.200000000000000e+001
2.400000000000000e+001 2.800000000000000e+001 2.800000000000000e+001 2.800000000000000e+001
2.400000000000000e+001 2.800000000000000e+001 2.400000000000000e+001 3.200000000000000e+001
2.800000000000000e+001 2.800000000000000e+001 3.200000000000000e+001 2.800000000000000e+001
